event_id,date,date_end,place_id,event_type,headline,fact_text,quote,confirmed_cases,suspected_cases,confirmed_deaths,suspected_deaths,contacts,source_id,source_type,confidence,data_status,display_priority,display_tier,map_layer,timeline_group,update_status,notes,counts_policy
ev_20260610_inrb_umie_update,2026-06-10,,drc_total,situation_update,676 confirmés : l'OMS signale des zones aveugles,"Au 10 juin, le bilan INRB-UMIE s'élève à 676 cas confirmés, 119 suspects et 136 décès confirmés. L'OMS avertit alors que des zones aveugles peuvent cacher une propagation plus large que les chiffres visibles, faute de lits suffisants, de tests partout disponibles et de suivi complet des contacts.",,676,119,136,,,inrb_umie_2026_06_13_snapshot,official,high,provisional,1,secondary,clinical,response_breakdown,active,Bilan national INRB-UMIE; deces suspects non communiques (ND).,
ev_20260611_inrb_umie_update,2026-06-11,,drc_total,situation_update,689 confirmés : les décès suspects réapparaissent,"Le snapshot INRB-UMIE du 13 juin prolonge la série jusqu'au 11 juin : 689 cas confirmés, 168 suspects et 139 décès confirmés. Les décès suspects, longtemps non communiqués dans la série récente, réapparaissent à 64, signe que la consolidation du bilan reste mouvante et doit être commentée avec prudence.",,689,168,139,64,,inrb_umie_2026_06_13_snapshot,official,high,provisional,1,secondary,clinical,response_breakdown,active,"Point de synchronisation chiffres/timeline; deces suspects repris a 64 apres plusieurs jours sans communication, en forte baisse depuis 242 (revision ou changement de definition probable cote source).",
ev_20260613_inrb_umie_update,2026-06-13,,drc_total,situation_update,782 confirmés au 13 juin : la courbe ne fléchit pas,"Au 13 juin, la série nationale INRB-UMIE atteint 782 cas confirmés et 181 décès confirmés, le 12 juin n'ayant pas été publié par la source. En deux jours, les décès confirmés bondissent de 139 à 181 : le rattrapage de laboratoire transforme en certitudes des décès comptés jusque-là comme suspects. Les cas suspects refluent à 136, effet du même reclassement et non d'un ralentissement de la transmission.",,782,136,181,49,,inrb_umie_2026_06_16_snapshot,official,high,provisional,1,secondary,clinical,response_breakdown,active,Bilan national INRB-UMIE au 13 juin; 12 juin non publie (cadence SitRep); baisse des suspects liee au reclassement.,
ev_20260613_nordkivu_extension,2026-06-13,,butembo,situation_update,"Le Nord-Kivu s'installe dans l'épidémie : Butembo, Katwa, Beni","Au 13 juin, la ventilation par zone de santé montre que l'épidémie déborde largement l'Ituri : le Nord-Kivu compte désormais des foyers consolidés à Katwa (21 cas confirmés), Butembo (18) et Beni (14). Ces pôles urbains, déjà durement éprouvés par l'épidémie d'Ebola de 2018-2020, rouvrent un front méridional à des centaines de kilomètres du cœur ituri, le long d'axes routiers très fréquentés.",,,,,,,inrb_umie_2026_06_16_snapshot,official,high,provisional,2,secondary,clinical,regional_spread,active,"Ventilation par zone de sante INRB-UMIE au 13 juin (Katwa 21, Butembo 18, Beni 14); ancre sur Butembo pour la carte; Beni non present dans places.csv.",
ev_20260614_inrb_umie_update,2026-06-14,,drc_total,situation_update,"808 confirmés, 192 décès : une semaine de hausse continue","Au 14 juin, le bilan national grimpe à 808 cas confirmés et 192 décès confirmés, soit près de 120 cas et 50 décès de plus qu'au 11 juin. Les cas suspects remontent à 165 et les décès suspects à 54 : l'écart entre la confirmation et la réalité de terrain ne se referme pas, l'INRB-UMIE continuant de consolider une série toujours qualifiée de préliminaire.",,808,165,192,54,,inrb_umie_2026_06_16_snapshot,official,high,provisional,1,secondary,clinical,response_breakdown,active,Bilan national INRB-UMIE au 14 juin.,
ev_20260615_inrb_umie_update,2026-06-15,,drc_total,situation_update,"837 confirmés, 196 décès : la hausse reste soutenue","Au 15 juin, la série INRB-UMIE porte le bilan national à 837 cas confirmés, 235 cas suspects et 196 décès confirmés. Les décès suspects ne sont pas communiqués dans ce relevé. Par rapport au 14 juin (808 cas confirmés, 192 décès), la journée enregistre 29 nouveaux cas confirmés et 4 décès supplémentaires. La flambée touche désormais au moins 31 zones de santé, de l'épicentre iturien jusqu'aux foyers du Nord-Kivu.",,837,235,196,,,inrb_umie_2026_06_17_snapshot,official,high,provisional,1,secondary,clinical,response_breakdown,active,Bilan national INRB-UMIE au 15 juin; deces suspects non communiques (ND).,
ev_20260615_nyankunde_45_confirms,2026-06-15,,nyankunde,situation_update,Nyankunde : 45 cas confirmés dans la zone hospitalière d'Ituri,"Au 15 juin, la zone de santé de Nyankunde cumule 45 cas confirmés selon la ventilation INRB-UMIE. Ce chiffre place Nyankunde parmi les foyers intermédiaires de l'Ituri, derrière les épicentres de Bunia (215 cas), Rwampara (192) et Mongbwalu (185), mais devant des zones d'extension plus récente. Le centre hospitalier de la zone, exposé dès la fin mai à un risque nosocomial documenté, continue d'absorber des cas communautaires dans cette partie de l'Ituri à forte mobilité.",,45,,,,,inrb_umie_2026_06_17_snapshot,official,high,provisional,2,secondary,clinical,regional_spread,active,Ventilation par zone de sante INRB-UMIE au 15 juin; 45 cas confirmes cumulatifs a Nyankunde (insp_sitrep__cumulative_confirmed_cases__daily.csv).,
ev_20260616_inrb_umie_update,2026-06-16,,drc_total,situation_update,875 confirmés au 16 juin : forte correction des cas suspects,"Au 16 juin, le bilan national atteint 875 cas confirmés et 202 décès confirmés. Les cas suspects reculent à 192, en forte baisse par rapport aux 235 enregistrés la veille : ce recul reflète un reclassement côté source — suspects basculés en confirmés ou hors critères — et non un ralentissement de la transmission. Les décès suspects ne sont pas communiqués pour cette date.",,875,192,202,,,inrb_umie_2026_06_21_snapshot,official,high,provisional,1,secondary,clinical,response_breakdown,active,Bilan national INRB-UMIE/INSP; snapshot ca17916 du 2026-06-21; baisse des suspects liee a revision/reclassement cote source; deces suspects non communiques (ND).,
ev_20260616_goma_sentinel,2026-06-16,,goma,situation_update,Goma : un premier cas confirmé dans la métropole du Nord-Kivu,"La ventilation par zone de santé au 16 juin révèle un cas confirmé à Goma, métropole de plus de deux millions d'habitants sur les rives du lac Kivu, à la frontière avec le Rwanda. La présence du virus dans une ville aussi dense et aussi connectée — axes routiers, aéroport international, frontière active — constitue un signal d'alerte pour la riposte, qui doit surveiller les contacts dans un tissu urbain très mobile.",,1,,,,,inrb_umie_2026_06_21_snapshot,official,high,provisional,2,secondary,clinical,regional_spread,active,Ventilation par zone de sante INRB-UMIE au 16 juin; Goma 1 cas confirme cumule; deja present dans la serie au 15 juin mais non couvert en event; ancre Goma pour la carte.,
ev_20260617_inrb_umie_update,2026-06-17,,drc_total,situation_update,"896 confirmés, 232 décès : la mortalité confirmée fait un bond","Au 17 juin, le bilan national atteint 896 cas confirmés et 232 décès confirmés, soit trente décès de plus qu'au 16 juin. Cette progression rapide des décès confirmés reflète en partie un rattrapage de laboratoire : des décès comptés comme suspects sont reclassés en confirmés à mesure que les résultats parviennent. Les cas suspects reculent encore à 151, dans la même dynamique de reclassement côté source. Les décès suspects, non communiqués la veille, réapparaissent à 35.",,896,151,232,35,,inrb_umie_2026_06_21_snapshot,official,high,provisional,1,secondary,clinical,response_breakdown,active,Bilan national INRB-UMIE/INSP; snapshot ca17916; baisse des suspects liee a revision/reclassement cote source; 17 cas confirmes sans zone attribuee (NA) dans la ventilation.,
ev_20260617_nyankunde_surge,2026-06-17,,nyankunde,situation_update,"Nyankunde : 68 cas confirmés, une accélération en zone hospitalière","La zone de santé de Nyankunde enregistre 68 cas confirmés cumulés au 17 juin, contre 45 la veille — une hausse de 23 cas en une seule journée. Cette accélération dans une zone hospitalière de référence de l'Ituri rappelle la vulnérabilité des structures de soins face à une épidémie dont le diagnostic a tardé. Nyankunde, exposée dès les premières semaines de la flambée, était restée à 45 cas les 15 et 16 juin avant de passer à 68 le 17 juin, soit une augmentation d'environ 51 %.",,68,,,,,inrb_umie_2026_06_21_snapshot,official,high,provisional,2,secondary,clinical,response_breakdown,active,Ventilation par zone de sante INRB-UMIE au 17 juin; Nyankunde 68 cas confirmes cumulatifs (+23 vs 16 juin).,
ev_20260618_inrb_umie_update,2026-06-18,,drc_total,situation_update,"933 confirmés, 245 décès : les suspects rebondissent après deux jours de correction","Au 18 juin, le bilan national atteint 933 cas confirmés et 245 décès confirmés. Après deux jours de forte baisse liée à des reclassements, les cas suspects remontent à 238 et les décès suspects à 54 : la série reprend son rythme habituel de déclaration. Avec 37 nouveaux cas confirmés dans la journée, la flambée reste ascendante, de l'épicentre iturien — Bunia, Rwampara, Mongbwalu — jusqu'aux foyers du Nord-Kivu.",,933,238,245,54,,inrb_umie_2026_06_21_snapshot,official,high,provisional,1,secondary,clinical,response_breakdown,active,Bilan national INRB-UMIE/INSP; snapshot ca17916; rebond des suspects apres deux jours de forte baisse; 17 cas confirmes sans zone attribuee (NA) dans la ventilation.,
ev_20260618_aru_border,2026-06-18,,aru,situation_update,Aru : un foyer frontalier stabilisé à la porte de l'Ouganda,"La zone de santé d'Aru, ville frontalière du nord de l'Ituri, compte trois cas confirmés au 18 juin. Bien que limité, ce foyer mérite une vigilance particulière : Aru est un point de passage commercial actif à moins de cent kilomètres de la frontière ougandaise. Dans un contexte où la RDC et l'Ouganda suivent chacun leurs propres chaînes de transmission, cette implantation dans le nord de l'Ituri maintient une pression sur la surveillance transfrontalière.",,3,,,,,inrb_umie_2026_06_21_snapshot,official,high,provisional,2,secondary,clinical,regional_spread,active,Ventilation par zone de sante INRB-UMIE au 18 juin; Aru 3 cas confirmes cumulatifs; stable depuis le 15 juin; zone frontaliere Ouganda.,
ev_20260619_inrb_umie_update,2026-06-19,,drc_total,situation_update,956 cas confirmés à l'approche du premier millier,"À la mi-juin, l'épidémie concentre encore l'essentiel de ses foyers en Ituri, autour des zones de Bunia, Rwampara et Mongbwalu. Avec 956 cas confirmés et 247 décès avérés, le bilan national s'approche du seuil symbolique du millier, deux mois après les premiers signaux cliniques de Bunia. Le nombre de cas suspects — 162 — reste bien en deçà des chiffres des jours précédents, signe d'un reclassement important dans les registres de surveillance.",,956,162,247,47,,inrb_umie_2026_08_31_snapshot,official,high,provisional,1,secondary,clinical,response_breakdown,active,Bilan national; baisse de cas suspects et deces suspects liee a revision/reclassement.,
ev_20260620_inrb_umie_update,2026-06-20,,drc_total,situation_update,Millier franchi : 1 003 cas confirmés dans trois provinces,"Le bilan national franchit le seuil du millier de cas confirmés, avec 1 003 cas avérés et 254 décès confirmés. Le virus circule désormais dans trois provinces : Ituri, Nord-Kivu et Sud-Kivu. L'Ituri reste l'épicentre — Bunia (275 cas cumulés), Rwampara (211), Mongbwalu (220) —, mais le Nord-Kivu a installé ses propres foyers à Katwa et Butembo. Ce cap ne marque pas d'accélération soudaine : il sanctionne deux mois d'une progression qui n'a jamais vraiment ralenti.",,1003,201,254,30,,inrb_umie_2026_08_31_snapshot,official,high,provisional,1,secondary,clinical,response_breakdown,active,PREMIER MILLIER de cas confirmes; baisse des deces suspects liee a revision/reclassement.,
ev_20260621_inrb_umie_update,2026-06-21,,drc_total,situation_update,1 048 confirmés : les zones périphériques d'Ituri montent en charge,"Avec 1 048 cas confirmés et 267 décès avérés au 21 juin, l'épidémie continue sur sa lancée. La zone de Nizi, à mi-chemin entre Bunia et Mongbwalu, accumule ses propres cas, signe que les axes de transit de l'Ituri alimentent des foyers secondaires qui se renforcent. Les cas suspects se stabilisent à 202, un niveau qui suggère que la surveillance de proximité peine encore à circonscrire l'ensemble des chaînes de transmission en cours.",,1048,202,267,60,,inrb_umie_2026_08_31_snapshot,official,high,provisional,1,secondary,clinical,response_breakdown,active,Bilan national INRB-UMIE/INSP au 21 juin.,
ev_20260622_inrb_umie_update,2026-06-22,,drc_total,situation_update,1 094 confirmés : une forte correction des suspects révèle un reclassement,"Au 22 juin, le bilan atteint 1 094 cas confirmés et 277 décès confirmés. Les cas suspects s'effondrent à 131, soit une baisse de 71 en une journée : ce mouvement reflète un reclassement côté source — des suspects basculés en confirmés ou écartés pour non-respect des critères —, non un recul de la transmission. Ce type d'ajustement périodique invite à lire les tendances sur une semaine plutôt que de jour en jour.",,1094,131,277,44,,inrb_umie_2026_08_31_snapshot,official,high,provisional,1,secondary,clinical,response_breakdown,active,Bilan national; baisse de cas suspects et deces suspects liee a revision/reclassement.,
ev_20260623_inrb_umie_update,2026-06-23,,drc_total,situation_update,1 118 confirmés : l'épidémie touche au moins 33 zones de santé,"Avec 1 118 cas confirmés et 291 décès confirmés au 23 juin, la flambée s'étend sur un espace géographique de plus en plus vaste. Elle touche désormais des zones d'Ituri situées à plus d'une journée de route de Bunia — Logo, Bambu, Lita, Komanda — ainsi que des foyers consolidés en Nord-Kivu à Katwa et Butembo. La multiplicité des sites actifs complique la hiérarchisation des alertes et le suivi systématique des contacts.",,1118,138,291,45,,inrb_umie_2026_08_31_snapshot,official,high,provisional,1,secondary,clinical,response_breakdown,active,Bilan national INRB-UMIE/INSP au 23 juin.,
ev_20260624_inrb_umie_update,2026-06-24,,drc_total,situation_update,"1 155 confirmés, 304 décès : le cap des 300 morts avérés est dépassé","Le bilan national dépasse la barre des 300 décès confirmés, avec 1 155 cas avérés et 304 décès enregistrés au 24 juin. L'Ituri concentre encore l'essentiel des cas — Bunia, Rwampara, Mongbwalu dominent la ventilation —, mais les zones de santé périphériques comme Nizi et Kilo continuent de s'installer dans la durée. Les décès suspects reculent à 40, effet d'un reclassement périodique.",,1155,154,304,40,,inrb_umie_2026_08_31_snapshot,official,high,provisional,1,secondary,clinical,response_breakdown,active,CAP 300 DECES confirmes; baisse deces suspects liee a revision/reclassement.,
ev_20260625_inrb_umie_update,2026-06-25,,drc_total,situation_update,1 203 confirmés : le Nord-Kivu s'installe dans l'épidémie,"Avec 1 203 cas confirmés et 321 décès avérés au 25 juin, la flambée ne montre aucun signe de reflux. En Nord-Kivu, Katwa cumule désormais 35 cas confirmés et Butembo 33, des foyers qui se développent à des centaines de kilomètres de l'épicentre iturien. Les cas suspects remontent à 265, après la forte correction des jours précédents : la série reprend un rythme de déclaration plus régulier.",,1203,265,321,77,,inrb_umie_2026_08_31_snapshot,official,high,provisional,1,secondary,clinical,response_breakdown,active,Bilan national INRB-UMIE/INSP au 25 juin.,
ev_20260627_inrb_umie_update,2026-06-27,,drc_total,situation_update,1 274 confirmés au 27 juin : la flambée accélère entre Ituri et Kivu,"Le 26 juin n'ayant pas été publié, le relevé du 27 résume deux jours d'une progression soutenue : 1 274 cas confirmés et 360 décès avérés. L'arc géographique s'allonge depuis le nord de l'Ituri — Mangala, Komanda, Nizi en hausse — jusqu'aux zones de Katwa et Butembo au Nord-Kivu. Les suspects reculent à 239 et les décès suspects à 70, sous l'effet de reclassements périodiques.",,1274,239,360,70,,inrb_umie_2026_08_31_snapshot,official,high,provisional,1,secondary,clinical,response_breakdown,active,26 juin non publie (cadence SitRep); baisse suspects liee a revision/reclassement.,
ev_20260629_inrb_umie_update,2026-06-29,,drc_total,situation_update,"1 333 confirmés au 29 juin : 399 décès, le seuil des 400 en vue","Après un samedi sans publication, le relevé du 29 juin porte le bilan à 1 333 cas confirmés et 399 décès confirmés — à un pas de la barre des 400. Les cas suspects remontent à 309, les décès suspects à 90. L'Ituri reste le cœur de la flambée, mais la progression des foyers du Nord-Kivu — Katwa en tête — rappelle que l'épidémie opère sur deux fronts géographiques désormais distincts.",,1333,309,399,90,,inrb_umie_2026_08_31_snapshot,official,high,provisional,1,secondary,clinical,response_breakdown,active,28 juin non publie (cadence SitRep).,
ev_20260630_nizi_geo,2026-06-30,,nizi,situation_update,"Nizi : 61 cas confirmés, un foyer qui s'impose entre Bunia et Mongbwalu","En fin juin, la zone de santé de Nizi — un espace de transit entre Bunia et Mongbwalu, sur l'axe qui relie les deux principaux épicentres — cumule 61 cas confirmés, en forte hausse depuis les 26 cas du 20 juin. Ce foyer, ancré dans une zone de mobilité minière intense, illustre comment les axes routiers de l'Ituri facilitent la diffusion de la flambée entre des zones périphériques où la surveillance de proximité reste difficile à maintenir.",,61,,,,,inrb_umie_2026_08_31_snapshot,official,high,provisional,2,secondary,clinical,regional_spread,active,"Ventilation par zone de sante INRB-UMIE au 30 juin; Nizi 61 cas confirmes cumulatifs. Renomme depuis ev_20260630_fataki_geo; le proxy Fataki designait une autre zone et a ete retire. Rattache a l entite nizi, declaree sans coordonnees : aucun ancrage cartographique tant que les coordonnees ne sont pas verifiees.",
ev_20260630_inrb_umie_update,2026-06-30,,drc_total,situation_update,"Fin juin : 1 406 confirmés, 438 décès — le bilan d'un mois d'expansion","Au terme de juin, la flambée cumule 1 406 cas confirmés et 438 décès avérés, contre 344 cas confirmés et 60 décès confirmés au 1er juin. Nizi (61 cas cumulés), Komanda (18) et Nia Nia (12) illustrent comment des foyers secondaires s'installent à travers l'Ituri, pendant que le Nord-Kivu maintient sa progression — Katwa (47 cas), Butembo (34), Beni (24). Les suspects reculent à 301, signe d'un reclassement en fin de mois.",,1406,301,438,90,,inrb_umie_2026_08_31_snapshot,official,high,provisional,1,secondary,clinical,response_breakdown,active,"FIN JUIN; comparaison au 1er juin (344 confirmes, 60 deces confirmes); les valeurs 933/245 sont celles du 18 juin, retirees du texte; baisse de cas suspects liee a revision/reclassement.",
ev_20260701_inrb_umie_update,2026-07-01,,drc_total,situation_update,1 460 confirmés au 1er juillet : la riposte entre dans un deuxième mois sous tension,"L'épidémie aborde juillet avec 1 460 cas confirmés et 452 décès avérés. Les cas suspects s'effondrent à 150 — leur niveau le plus bas depuis plusieurs semaines — sous l'effet d'un reclassement massif en fin de mois. Ce chiffre bas ne signifie pas un recul de la transmission : il reflète le temps que mettent les zones périphériques — Lita, Mangala, Nia Nia en Ituri ; Beni et Musienene au Nord-Kivu — à consolider leurs bilans.",,1460,150,452,41,,inrb_umie_2026_08_31_snapshot,official,high,provisional,1,secondary,clinical,response_breakdown,active,DEBUT JUILLET; baisse de cas suspects et deces suspects liee a revision/reclassement.,
ev_20260702_inrb_umie_update,2026-07-02,,drc_total,situation_update,"1 502 confirmés : le cap des 1 500 cas franchi, la courbe reste ascendante","Avec 1 502 cas confirmés et 473 décès avérés au 2 juillet, l'épidémie passe le seuil des 1 500 cas. Les suspects remontent à 213 après le creux de la veille. Dans la ventilation par zone de santé, l'extension se lit dans les résultats de Mangala (24 cas cumulés), Bambu (16) et Tchomia (14) — trois zones d'Ituri où la surveillance reste difficile dans un environnement de sécurité dégradé.",,1502,213,473,63,,inrb_umie_2026_08_31_snapshot,official,high,provisional,1,secondary,clinical,response_breakdown,active,Bilan national INRB-UMIE/INSP au 2 juillet.,
ev_20260703_inrb_umie_update,2026-07-03,,drc_total,situation_update,"1 528 confirmés, 492 décès : les décès confirmés frôlent les 500","Au 3 juillet, le bilan atteint 1 528 cas confirmés et 492 décès confirmés, à quelques unités du seuil des 500 morts avérés. Les cas suspects reculent à 185, dans un mouvement de reclassement régulier. L'Ituri concentre encore plus de 80 % des cas connus, mais l'extension géographique vers d'autres provinces entretient une pression croissante sur les capacités de surveillance.",,1528,185,492,67,,inrb_umie_2026_08_31_snapshot,official,high,provisional,1,secondary,clinical,response_breakdown,active,Bilan national INRB-UMIE/INSP au 3 juillet; baisse suspects liee a revision/reclassement.,
ev_20260704_inrb_umie_update,2026-07-04,,drc_total,situation_update,"1 561 confirmés, 506 décès : le cap des 500 morts est franchi et les suspects rebondissent","Le 4 juillet marque un double cap : 1 561 cas confirmés et, pour la première fois, 506 décès confirmés. Les cas suspects rebondissent vigoureusement à 354 — leur niveau le plus haut depuis fin juin —, tout comme les décès suspects qui remontent à 110 : la surveillance de terrain enregistre des signaux que les confirmations de laboratoire ne rattrapent que plus tard. En Nord-Kivu, Musienene (8 cas) émerge comme un nouveau point de vigilance.",,1561,354,506,110,,inrb_umie_2026_08_31_snapshot,official,high,provisional,1,secondary,clinical,response_breakdown,active,CAP 500 DECES confirmes; rebond suspects apres correction.,
ev_20260705_inrb_umie_update,2026-07-05,,drc_total,situation_update,"1 624 confirmés, 521 décès : correction brutale des suspects après le rebond","Après le bond suspects de la veille, le 5 juillet enregistre une correction radicale : les cas suspects chutent à 135 et les décès suspects à 23, sous l'effet d'un reclassement massif côté source. Les confirmés, eux, continuent de progresser — 1 624 au total — et les décès confirmés atteignent 521. Ce type de fort contraste quotidien rappelle que la série nationale reste structurellement provisoire.",,1624,135,521,23,,inrb_umie_2026_08_31_snapshot,official,high,provisional,1,secondary,clinical,response_breakdown,active,Baisse brutale suspects liee a revision/reclassement ou definition.,
ev_20260706_butembo_geo,2026-07-06,,butembo,situation_update,Nord-Kivu : Katwa et Butembo franchissent les 90 cas combinés,"Au 6 juillet, la ventilation par zone révèle un Nord-Kivu durablement touché : Katwa cumule 56 cas confirmés et Butembo 41, soit près de 100 cas combinés pour les deux principales zones urbaines de la province. À ces foyers s'ajoutent Beni (29), Musienene (8) et Kyondo (4). L'extension en Nord-Kivu suit les axes routiers qui relient ces villes à l'Ituri, et rappelle les dynamiques observées lors de la flambée 2018-2020, avec des foyers multiples dans une province densément peuplée.",,41,,,,,inrb_umie_2026_08_31_snapshot,official,high,provisional,2,secondary,clinical,regional_spread,active,Ventilation par zone de sante INRB-UMIE au 6 juillet; Katwa 56 + Butembo 41 = 97 cas confirmes combines en Nord-Kivu; ancre Butembo pour la carte.,
ev_20260706_inrb_umie_update,2026-07-06,,drc_total,situation_update,1 708 confirmés : l'Ituri et le Nord-Kivu consolident leurs foyers respectifs,"Au 6 juillet, le bilan progresse à 1 708 cas confirmés et 580 décès avérés. La ventilation par zone de santé confirme deux dynamiques parallèles : en Ituri, Bunia (472 cas cumulés), Rwampara (357) et Mongbwalu (298) restent les épicentres, mais Nizi (84), Lita (40) et Mangala (39) prennent de l'ampleur ; en Nord-Kivu, Katwa (56) et Butembo (41) consolident des foyers urbains qui dépassent désormais les 90 cas combinés.",,1708,237,580,70,,inrb_umie_2026_08_31_snapshot,official,high,provisional,1,secondary,clinical,response_breakdown,active,Bilan national INRB-UMIE/INSP au 6 juillet.,
ev_20260707_inrb_umie_update,2026-07-07,,drc_total,situation_update,"1 759 confirmés, 600 décès confirmés : un seuil symbolique est franchi","Le 7 juillet, les décès confirmés atteignent exactement 600 — un seuil symbolique dans une épidémie identifiée début mai. Avec 1 759 cas confirmés et 304 suspects, la flambée reste à un niveau d'intensité élevé. L'axe Ituri–Nord-Kivu concentre l'essentiel de la transmission, mais la présence du virus dans plusieurs provinces maintient une pression constante sur les équipes de surveillance et de suivi des contacts.",,1759,304,600,92,,inrb_umie_2026_08_31_snapshot,official,high,provisional,1,secondary,clinical,response_breakdown,active,CAP 600 DECES confirmes.,
ev_20260708_inrb_umie_update,2026-07-08,,drc_total,situation_update,"1 792 confirmés, 625 décès au 8 juillet : progression régulière en milieu de semaine","Au 8 juillet, le bilan national s'élève à 1 792 cas confirmés et 625 décès avérés. Les cas suspects reculent à 227, les décès suspects à 60 : une nouvelle correction périodique qui ne change pas la tendance de fond. Le virus circule dans plus de 35 zones de santé réparties entre l'Ituri, le Nord-Kivu, et des zones plus éloignées où quelques cas isolés ont été confirmés.",,1792,227,625,60,,inrb_umie_2026_08_31_snapshot,official,high,provisional,1,secondary,clinical,response_breakdown,active,Baisse suspects liee a revision/reclassement.,
ev_20260709_inrb_umie_update,2026-07-09,,drc_total,situation_update,1 830 confirmés : Lita et Nia Nia s'installent dans la durée en Ituri,"Avec 1 830 cas confirmés et 648 décès avérés au 9 juillet, l'épidémie poursuit sa progression. Au-delà du trio Bunia-Rwampara-Mongbwalu, les zones de Lita et Nia Nia — des espaces peu urbanisés au cœur de la forêt iturien — accumulent chacune plusieurs dizaines de cas confirmés, signe que l'extension géographique continue de gagner des territoires difficiles d'accès pour les équipes de riposte.",,1830,284,648,81,,inrb_umie_2026_08_31_snapshot,official,high,provisional,1,secondary,clinical,response_breakdown,active,Bilan national INRB-UMIE/INSP au 9 juillet.,
ev_20260710_inrb_umie_update,2026-07-10,,drc_total,situation_update,1 873 confirmés au 10 juillet : deux mois et demi de progression ininterrompue,"Deux mois et demi après les premiers signaux cliniques à Bunia, le bilan national atteint 1 873 cas confirmés et 672 décès avérés. La flambée n'a connu aucun recul depuis son identification : la courbe ascendante reflète à la fois la transmission active et le lent travail de laboratoire qui rattrape progressivement le retard de confirmation. Les cas suspects stabilisés à 299 et les décès suspects à 91 suggèrent une surveillance de terrain plus régulière qu'en juin.",,1873,299,672,91,,inrb_umie_2026_08_31_snapshot,official,high,provisional,1,secondary,clinical,response_breakdown,active,Bilan national INRB-UMIE/INSP au 10 juillet.,
ev_20260711_inrb_umie_update,2026-07-11,,drc_total,situation_update,"1 926 confirmés, 702 décès : en six jours, 302 cas supplémentaires depuis le 5 juillet","Au terme de la première semaine complète de juillet, le bilan cumule 1 926 cas confirmés et 702 décès avérés. En six jours, les confirmés ont progressé de 302 cas depuis le 5 juillet. Cette dynamique tient à la fois à la transmission active dans l'épicentre iturien et à la consolidation des foyers du Nord-Kivu — Katwa approche les 80 cas et Butembo les 50.",,1926,299,702,91,,inrb_umie_2026_08_31_snapshot,official,high,provisional,1,secondary,clinical,response_breakdown,active,Bilan national INRB-UMIE/INSP au 11 juillet.,
ev_20260713_inrb_umie_update,2026-07-13,,drc_total,situation_update,2 011 confirmés : le cap des 2 000 cas est franchi,"Le 13 juillet, la flambée dépasse pour la première fois la barre des 2 000 cas confirmés, avec 2 011 avérés et 754 décès confirmés. Le 12 juillet n'a pas été publié par la source. La ventilation par zone de santé révèle l'ampleur géographique atteinte : en Ituri, Nizi (131 cas cumulés) s'impose comme un foyer intermédiaire majeur entre Bunia et Mongbwalu ; en Nord-Kivu, Katwa (76) dépasse désormais Butembo (46) ; et des premiers cas apparaissent hors de l'Ituri et du Nord-Kivu — Makiso-Kisangani dans la Tshopo, Wamba dans le Haut-Uélé —, signalant une extension vers l'ouest.",,2011,268,754,,,inrb_umie_2026_08_31_snapshot,official,high,provisional,1,secondary,clinical,response_breakdown,active,PREMIER CAP 2000 cas confirmes; 12 juillet non publie (cadence SitRep); baisse suspects liee a revision/reclassement; deces suspects non communiques (ND).,
ev_20260715_inrb_umie_update,2026-07-15,,drc_total,situation_update,2 124 confirmés au 15 juillet : forte remontée des cas suspects,"Deux jours après le franchissement des 2 000 cas, le bilan monte à 2 124 confirmés et 828 décès avérés. Le 14 juillet n'a pas été publié. Les cas suspects bondissent à 389, leur niveau le plus haut depuis un mois : la surveillance de terrain capte des signaux que le laboratoire ne peut encore confirmer. Ce rebond des suspects est souvent précurseur d'une nouvelle vague de confirmations dans les jours suivants.",,2124,389,828,,,inrb_umie_2026_08_31_snapshot,official,high,provisional,1,secondary,clinical,response_breakdown,active,14 juillet non publie (cadence SitRep); deces suspects non communiques (ND).,
ev_20260717_inrb_umie_update,2026-07-17,,drc_total,situation_update,2 267 confirmés au 17 juillet : 143 nouveaux cas en deux jours,"Le 16 juillet n'ayant pas été publié, le relevé du 17 couvre deux jours d'une progression rapide : 2 267 cas confirmés et 893 décès avérés. En deux jours, plus de 140 cas confirmés ont été ajoutés au bilan. Les cas suspects reculent à 236, dans un reclassement qui tend à réduire momentanément les suspects lorsque les confirmations de laboratoire rattrapent le retard de déclaration.",,2267,236,893,,,inrb_umie_2026_08_31_snapshot,official,high,provisional,1,secondary,clinical,response_breakdown,active,16 juillet non publie (cadence SitRep); baisse suspects liee a revision/reclassement; deces suspects non communiques (ND).,
ev_20260718_inrb_umie_update,2026-07-18,,drc_total,situation_update,"2 344 confirmés, 930 décès : à soixante-dix unités du millier de morts avérés","Au 18 juillet, le bilan national atteint 2 344 cas confirmés et 930 décès confirmés — à soixante-dix unités du seuil des 1 000 morts avérés. La concentration géographique reste marquée : l'Ituri représente encore l'essentiel des cas cumulés, avec Bunia, Rwampara et Mongbwalu en tête. Le Nord-Kivu maintient sa progression avec Katwa et Butembo comme principaux relais.",,2344,192,930,,,inrb_umie_2026_08_31_snapshot,official,high,provisional,1,secondary,clinical,response_breakdown,active,Bilan national INRB-UMIE/INSP au 18 juillet; baisse suspects liee a revision/reclassement; deces suspects non communiques (ND).,
